,anime name,anime_type,anime_aired,anime_members,anime_genres,anime_broadcast,anime_licensors,anime_favorites,anime_popularity,anime_score,link_to_anime_page,anime_scored_by
103,Yahari Ore no Seishun Love Comedy wa Machigatteiru. Kan,TV (12 eps),Jul 2020 - Sep 2020,"660,907 ","Comedy, Romance",Fridays at 01:58 (JST),Sentai Filmworks,"13,271",273,8.371,https://myanimelist.net/anime/39547/Yahari_Ore_no_Seishun_Love_Comedy_wa_Machigatteiru_Kan,"357,213"
104,Mushoku Tensei: Isekai Ittara Honki Dasu,TV (11 eps),Jan 2021 - Mar 2021,"1,093,439 ","Drama, Fantasy, Ecchi",Mondays at 00:00 (JST),Funimation,"26,921",120,8.371,https://myanimelist.net/anime/39535/Mushoku_Tensei__Isekai_Ittara_Honki_Dasu,"663,792"
105,Mahou Shoujo Madoka★Magica,TV (12 eps),Jan 2011 - Apr 2011,"1,210,431 ","Award Winning, Drama, Suspense",Fridays at 01:25 (JST),Aniplex of America,"51,632",97,8.361,https://myanimelist.net/anime/9756/Mahou_Shoujo_Madoka%E2%98%85Magica,"710,173"
106,Spy x Family Part 2,TV (13 eps),Oct 2022 - Dec 2022,"673,736 ","Action, Comedy",Saturdays at 23:00 (JST),"None found, add some","6,342",267,8.361,https://myanimelist.net/anime/50602/Spy_x_Family_Part_2,"289,775"
107,Bakuman. 2nd Season,TV (25 eps),Oct 2011 - Mar 2012,"339,298 ","Comedy, Drama, Romance",Saturdays at 17:30 (JST),Media Blasters,"1,362",622,8.351,https://myanimelist.net/anime/10030/Bakuman_2nd_Season,"204,186"
108,Re:Zero kara Hajimeru Isekai Seikatsu 2nd Season,TV (13 eps),Jul 2020 - Sep 2020,"1,009,660 ","Drama, Fantasy, Suspense",Wednesdays at 22:30 (JST),"None found, add some","11,137",135,8.351,https://myanimelist.net/anime/39587/Re_Zero_kara_Hajimeru_Isekai_Seikatsu_2nd_Season,"578,572"
109,Kiseijuu: Sei no Kakuritsu,TV (24 eps),Oct 2014 - Mar 2015,"1,739,419 ","Action, Horror, Sci-Fi",Thursdays at 01:29 (JST),Sentai Filmworks,"32,926",42,8.341,https://myanimelist.net/anime/22535/Kiseijuu__Sei_no_Kakuritsu,"1,077,664"
110,Neon Genesis Evangelion,TV (26 eps),Oct 1995 - Mar 1996,"1,670,079 ","Action, Avant Garde, Award Winning, Drama, Sci-Fi, Suspense",Wednesdays at 18:30 (JST),"ADV Films, GKIDS","97,963",46,8.341,https://myanimelist.net/anime/30/Neon_Genesis_Evangelion,"995,009"
111,Psycho-Pass,TV (22 eps),Oct 2012 - Mar 2013,"1,538,485 ","Action, Sci-Fi, Suspense",Fridays at 00:45 (JST),Funimation,"37,202",59,8.341,https://myanimelist.net/anime/13601/Psycho-Pass,"743,814"
112,Given,TV (11 eps),Jul 2019 - Sep 2019,"517,059 ","Boys Love, Drama, Romance",Fridays at 00:55 (JST),"None found, add some","16,134",379,8.341,https://myanimelist.net/anime/39533/Given,"282,240"
113,Bakemonogatari,TV (15 eps),Jul 2009 - Jun 2010,"1,333,775 ","Mystery, Romance, Supernatural",Fridays at 23:00 (JST),Aniplex of America,"47,541",83,8.331,https://myanimelist.net/anime/5081/Bakemonogatari,"699,286"
114,Versailles no Bara,TV (40 eps),Oct 1979 - Sep 1980,"89,826 ","Drama, Romance",Wednesdays at 19:00 (JST),"Nozomi Entertainment, Discotek Media","2,763",2009,8.331,https://myanimelist.net/anime/338/Versailles_no_Bara,"27,493"
115,Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai.,TV (11 eps),Apr 2011 - Jun 2011,"1,527,029 ","Drama, Supernatural",Fridays at 01:15 (JST),"NIS America, Inc., Aniplex of America","31,983",61,8.321,https://myanimelist.net/anime/9989/Ano_Hi_Mita_Hana_no_Namae_wo_Bokutachi_wa_Mada_Shiranai,"936,928"
116,Fate/stay night: Unlimited Blade Works 2nd Season,TV (13 eps),Apr 2015 - Jun 2015,"804,673 ","Action, Fantasy, Supernatural",Sundays at 00:00 (JST),Aniplex of America,"8,960",193,8.321,https://myanimelist.net/anime/28701/Fate_stay_night__Unlimited_Blade_Works_2nd_Season,"531,745"
117,Initial D First Stage,TV (26 eps),Apr 1998 - Dec 1998,"339,621 ","Action, Drama",Tuesdays at 00:00 (JST),"Funimation, Tokyopop","10,656",621,8.321,https://myanimelist.net/anime/185/Initial_D_First_Stage,"170,715"
118,Katanagatari,TV (12 eps),Jan 2010 - Dec 2010,"536,914 ","Action, Adventure, Romance",Tuesdays at 01:10 (JST),"NIS America, Inc.","10,600",360,8.321,https://myanimelist.net/anime/6594/Katanagatari,"205,693"
119,Kemono no Souja Erin,TV (50 eps),Jan 2009 - Dec 2009,"82,121 ","Drama, Fantasy",Unknown,"None found, add some","1,481",2119,8.321,https://myanimelist.net/anime/5420/Kemono_no_Souja_Erin,"20,248"
120,Kobayashi-san Chi no Maid Dragon S,TV (12 eps),Jul 2021 - Sep 2021,"500,460 ","Fantasy, Slice of Life",Thursdays at 00:00 (JST),"None found, add some","5,667",393,8.321,https://myanimelist.net/anime/39247/Kobayashi-san_Chi_no_Maid_Dragon_S,"239,430"
121,Ookami to Koushinryou II,TV (12 eps),Jul 2009 - Sep 2009,"467,468 ","Adventure, Fantasy, Romance",Unknown,Funimation,"4,183",424,8.321,https://myanimelist.net/anime/5341/Ookami_to_Koushinryou_II,"262,373"
122,Romeo no Aoi Sora,TV (33 eps),Jan 1995 - Dec 1995,"46,864 ","Adventure, Drama, Slice of Life",Sundays at 19:30 (JST),"None found, add some",606,2927,8.321,https://myanimelist.net/anime/2559/Romeo_no_Aoi_Sora,"16,364"
123,Tensei shitara Slime Datta Ken 2nd Season Part 2,TV (12 eps),Jul 2021 - Sep 2021,"642,830 ","Action, Adventure, Comedy, Fantasy",Tuesdays at 23:00 (JST),"None found, add some","10,206",282,8.321,https://myanimelist.net/anime/41487/Tensei_shitara_Slime_Datta_Ken_2nd_Season_Part_2,"360,023"
124,Natsume Yuujinchou,TV (13 eps),Jul 2008 - Sep 2008,"508,088 ","Drama, Slice of Life, Supernatural",Tuesdays at 01:00 (JST),"NIS America, Inc., Crunchyroll","14,964",386,8.311,https://myanimelist.net/anime/4081/Natsume_Yuujinchou,"176,273"
125,NHK ni Youkoso!,TV (24 eps),Jul 2006 - Dec 2006,"690,817 ","Comedy, Drama, Romance",Unknown,"ADV Films, Funimation","24,855",254,8.311,https://myanimelist.net/anime/1210/NHK_ni_Youkoso,"314,693"
126,Sakamichi no Apollon,TV (12 eps),Apr 2012 - Jun 2012,"362,392 ","Drama, Romance",Fridays at 00:45 (JST),Sentai Filmworks,"6,783",574,8.311,https://myanimelist.net/anime/12531/Sakamichi_no_Apollon,"163,131"
127,Boku dake ga Inai Machi,TV (12 eps),Jan 2016 - Mar 2016,"1,945,385 ","Mystery, Supernatural, Suspense",Fridays at 00:55 (JST),Aniplex of America,"45,812",30,8.311,https://myanimelist.net/anime/31043/Boku_dake_ga_Inai_Machi,"1,270,241"
128,Rurouni Kenshin: Meiji Kenkaku Romantan,TV (94 eps),Jan 1996 - Sep 1998,"469,406 ","Action, Adventure, Comedy, Romance",Wednesdays at 19:30 (JST),"Media Blasters, Aniplex of America","9,798",419,8.291,https://myanimelist.net/anime/45/Rurouni_Kenshin__Meiji_Kenkaku_Romantan,"227,026"
129,Shinsekai yori,TV (25 eps),Sep 2012 - Mar 2013,"744,641 ","Drama, Horror, Mystery, Sci-Fi, Supernatural",Saturdays at 00:30 (JST),Sentai Filmworks,"21,608",231,8.291,https://myanimelist.net/anime/13125/Shinsekai_yori,"266,659"
130,Shirobako,TV (24 eps),Oct 2014 - Mar 2015,"423,640 ","Award Winning, Comedy, Drama",Thursdays at 23:30 (JST),Sentai Filmworks,"6,170",475,8.291,https://myanimelist.net/anime/25835/Shirobako,"136,677"
131,World Trigger 3rd Season,TV (14 eps),Oct 2021 - Jan 2022,"99,128 ","Action, Sci-Fi, Supernatural",Sundays at 01:30 (JST),"None found, add some","1,005",1881,8.291,https://myanimelist.net/anime/44940/World_Trigger_3rd_Season,"35,619"
132,Ashita no Joe,TV (79 eps),Apr 1970 - Sep 1971,"82,814 ","Drama, Sports",Wednesdays at 19:00 (JST),"None found, add some","1,809",2109,8.291,https://myanimelist.net/anime/2402/Ashita_no_Joe,"21,287"
133,Beck,TV (26 eps),Oct 2004 - Mar 2005,"319,163 ","Comedy, Drama, Slice of Life",Thursdays at 01:30 (JST),Funimation,"8,002",659,8.291,https://myanimelist.net/anime/57/Beck,"134,274"
134,Dr. Stone,TV (24 eps),Jul 2019 - Dec 2019,"1,570,244 ","Adventure, Comedy, Sci-Fi",Fridays at 22:00 (JST),"Funimation, Crunchyroll","25,908",56,8.291,https://myanimelist.net/anime/38691/Dr_Stone,"948,584"
135,Kino no Tabi: The Beautiful World,TV (13 eps),Apr 2003 - Jul 2003,"291,932 ","Action, Adventure, Slice of Life",Tuesdays at 18:30 (JST),"ADV Films, Sentai Filmworks","6,482",737,8.291,https://myanimelist.net/anime/486/Kino_no_Tabi__The_Beautiful_World,"90,795"
136,Fate/Zero,TV (13 eps),Oct 2011 - Dec 2011,"1,421,221 ","Action, Fantasy, Supernatural",Sundays at 00:00 (JST),Aniplex of America,"32,817",73,8.281,https://myanimelist.net/anime/10087/Fate_Zero,"815,188"
137,Golden Kamuy 4th Season,TV (13 eps),Oct 2022 -,"69,220 ","Action, Adventure",Mondays at 23:00 (JST),"None found, add some",383,2362,8.281,https://myanimelist.net/anime/50528/Golden_Kamuy_4th_Season,"8,173"
138,86,TV (11 eps),Apr 2021 - Jun 2021,"642,185 ","Action, Drama, Sci-Fi",Sundays at 00:00 (JST),"None found, add some","15,518",283,8.271,https://myanimelist.net/anime/41457/86,"322,946"
139,Kono Subarashii Sekai ni Shukufuku wo! 2,TV (10 eps),Jan 2017 - Mar 2017,"1,399,360 ","Adventure, Comedy, Fantasy",Thursdays at 01:05 (JST),Discotek Media,"11,586",75,8.271,https://myanimelist.net/anime/32937/Kono_Subarashii_Sekai_ni_Shukufuku_wo_2,"932,241"
140,Nodame Cantabile,TV (23 eps),Jan 2007 - Jun 2007,"302,333 ","Comedy, Romance",Thursdays at 21:00 (JST),"None found, add some","4,890",709,8.271,https://myanimelist.net/anime/1698/Nodame_Cantabile,"125,474"
141,Sono Bisque Doll wa Koi wo Suru,TV (12 eps),Jan 2022 - Mar 2022,"872,730 ","Romance, Slice of Life",Sundays at 00:00 (JST),"None found, add some","17,982",169,8.271,https://myanimelist.net/anime/48736/Sono_Bisque_Doll_wa_Koi_wo_Suru,"515,216"
142,Planetes,TV (26 eps),Oct 2003 - Apr 2004,"238,206 ","Award Winning, Drama, Romance, Sci-Fi",Saturdays at 08:05 (JST),Bandai Entertainment,"3,788",905,8.261,https://myanimelist.net/anime/329/Planetes,"73,186"
143,Space☆Dandy 2nd Season,TV (13 eps),Jul 2014 - Sep 2014,"158,529 ","Comedy, Sci-Fi",Unknown,Funimation,"1,782",1332,8.261,https://myanimelist.net/anime/23327/Space%E2%98%86Dandy_2nd_Season,"84,247"
144,Yuukoku no Moriarty Part 2,TV (13 eps),Apr 2021 - Jun 2021,"215,556 ","Mystery, Suspense",Sundays at 22:30 (JST),Funimation,"2,768",999,8.261,https://myanimelist.net/anime/43325/Yuukoku_no_Moriarty_Part_2,"94,733"
145,Naruto: Shippuuden,TV (500 eps),Feb 2007 - Mar 2017,"2,283,525 ","Action, Adventure, Fantasy",Thursdays at 19:30 (JST),VIZ Media,"104,842",15,8.251,https://myanimelist.net/anime/1735/Naruto__Shippuuden,"1,525,401"
146,Seishun Buta Yarou wa Bunny Girl Senpai no Yume wo Minai,TV (13 eps),Oct 2018 - Dec 2018,"1,587,378 ","Drama, Romance, Supernatural",Thursdays at 02:20 (JST),Aniplex of America,"44,073",52,8.251,https://myanimelist.net/anime/37450/Seishun_Buta_Yarou_wa_Bunny_Girl_Senpai_no_Yume_wo_Minai,"1,008,854"
147,Nodame Cantabile: Finale,TV (11 eps),Jan 2010 - Mar 2010,"123,894 ","Comedy, Romance",Fridays at 00:45 (JST),"None found, add some",406,1594,8.241,https://myanimelist.net/anime/5690/Nodame_Cantabile__Finale,"67,539"
148,Re:Zero kara Hajimeru Isekai Seikatsu,TV (25 eps),Apr 2016 - Sep 2016,"2,040,891 ","Drama, Fantasy, Suspense",Mondays at 01:05 (JST),Funimation,"63,519",24,8.241,https://myanimelist.net/anime/31240/Re_Zero_kara_Hajimeru_Isekai_Seikatsu,"1,315,514"
149,Sasaki to Miyano,TV (12 eps),Jan 2022 - Mar 2022,"157,012 ","Boys Love, Slice of Life",Mondays at 00:30 (JST),"None found, add some","3,987",1339,8.241,https://myanimelist.net/anime/44055/Sasaki_to_Miyano,"63,187"
150,Dororo,TV (24 eps),Jan 2019 - Jun 2019,"1,108,402 ","Action, Adventure, Supernatural",Mondays at 22:30 (JST),Sentai Filmworks,"18,726",116,8.241,https://myanimelist.net/anime/37520/Dororo,"564,810"
151,Golden Kamuy 2nd Season,TV (12 eps),Oct 2018 - Dec 2018,"181,881 ","Action, Adventure",Mondays at 23:00 (JST),Funimation,888,1168,8.241,https://myanimelist.net/anime/37989/Golden_Kamuy_2nd_Season,"99,242"
152,Great Pretender,TV (23 eps),Jul 2020 - Dec 2020,"592,733 ","Action, Adventure, Mystery",Thursdays at 00:55 (JST),"None found, add some","9,249",326,8.241,https://myanimelist.net/anime/40052/Great_Pretender,"286,582"
153,Ookami to Koushinryou,TV (13 eps),Jan 2008 - Mar 2008,"772,596 ","Adventure, Fantasy, Romance",Wednesdays at 01:30 (JST),"Funimation, Kadokawa Pictures USA","17,394",213,8.231,https://myanimelist.net/anime/2966/Ookami_to_Koushinryou,"374,084"
154,Kidou Senshi Gundam: Tekketsu no Orphans 2nd Season,TV (25 eps),Oct 2016 - Apr 2017,"131,384 ","Action, Drama, Sci-Fi",Sundays at 17:00 (JST),Funimation,"1,517",1519,8.231,https://myanimelist.net/anime/33051/Kidou_Senshi_Gundam__Tekketsu_no_Orphans_2nd_Season,"73,929"
155,Bungou Stray Dogs 3rd Season,TV (12 eps),Apr 2019 - Jun 2019,"554,353 ","Action, Mystery, Supernatural",Fridays at 22:30 (JST),"None found, add some","4,738",350,8.221,https://myanimelist.net/anime/38003/Bungou_Stray_Dogs_3rd_Season,"288,500"
156,Fruits Basket 1st Season,TV (25 eps),Apr 2019 - Sep 2019,"743,184 ","Drama, Romance, Supernatural",Saturdays at 01:23 (JST),Funimation,"14,410",232,8.221,https://myanimelist.net/anime/38680/Fruits_Basket_1st_Season,"351,030"
157,Kage no Jitsuryokusha ni Naritakute!,TV (20 eps),Oct 2022 - Feb 2023,"338,923 ","Action, Comedy, Fantasy",Wednesdays at 22:30 (JST),Sentai Filmworks,"5,605",614,8.291,https://myanimelist.net/anime/48316/Kage_no_Jitsuryokusha_ni_Naritakute,"96,131"
158,Trigun,TV (26 eps),Apr 1998 - Sep 1998,"704,044 ","Action, Adventure, Sci-Fi",Thursdays at 01:15 (JST),"Funimation, Geneon Entertainment USA","14,369",245,8.221,https://myanimelist.net/anime/6/Trigun,"345,796"
159,xxxHOLiC◆Kei,TV (13 eps),Apr 2008 - Jun 2008,"136,278 ","Comedy, Drama, Mystery, Supernatural",Unknown,"None found, add some",584,1483,8.221,https://myanimelist.net/anime/3091/xxxHOLiC%E2%97%86Kei,"63,649"
160,Yahari Ore no Seishun Love Comedy wa Machigatteiru. Zoku,TV (13 eps),Apr 2015 - Jun 2015,"991,646 ","Comedy, Romance",Fridays at 01:28 (JST),Sentai Filmworks,"15,586",141,8.221,https://myanimelist.net/anime/23847/Yahari_Ore_no_Seishun_Love_Comedy_wa_Machigatteiru_Zoku,"643,061"
161,Magi: The Kingdom of Magic,TV (25 eps),Oct 2013 - Mar 2014,"800,828 ","Action, Adventure, Fantasy",Sundays at 17:00 (JST),Aniplex of America,"7,544",197,8.221,https://myanimelist.net/anime/18115/Magi__The_Kingdom_of_Magic,"436,509"
162,Tanoshii Muumin Ikka,TV (78 eps),Apr 1990 - Oct 1991,"24,609 ","Adventure, Comedy, Fantasy, Slice of Life",Thursdays at 19:00 (JST),"None found, add some",638,4079,8.211,https://myanimelist.net/anime/2150/Tanoshii_Muumin_Ikka,"11,129"
163,Hachimitsu to Clover II,TV (12 eps),Jun 2006 - Sep 2006,"103,030 ","Drama, Romance",Fridays at 00:45 (JST),"VIZ Media, Discotek Media",951,1836,8.211,https://myanimelist.net/anime/1142/Hachimitsu_to_Clover_II,"52,688"
164,Nomad: Megalo Box 2,TV (13 eps),Apr 2021 - Jun 2021,"185,047 ","Sci-Fi, Sports",Sundays at 23:00 (JST),Funimation,"1,938",1148,8.201,https://myanimelist.net/anime/40729/Nomad__Megalo_Box_2,"73,616"
165,Shoujo Shuumatsu Ryokou,TV (12 eps),Oct 2017 - Dec 2017,"312,629 ","Adventure, Mystery, Sci-Fi, Slice of Life",Fridays at 21:30 (JST),Sentai Filmworks,"6,248",685,8.201,https://myanimelist.net/anime/35838/Shoujo_Shuumatsu_Ryokou,"118,186"
166,Bungou Stray Dogs 2nd Season,TV (12 eps),Oct 2016 - Dec 2016,"770,524 ","Action, Mystery, Supernatural",Fridays at 22:30 (JST),"Funimation, Crunchyroll","6,518",216,8.201,https://myanimelist.net/anime/32867/Bungou_Stray_Dogs_2nd_Season,"443,226"
167,InuYasha: Kanketsu-hen,TV (26 eps),Oct 2009 - Mar 2010,"266,634 ","Action, Adventure, Fantasy, Romance",Sundays at 02:20 (JST),VIZ Media,"2,075",811,8.201,https://myanimelist.net/anime/6811/InuYasha__Kanketsu-hen,"135,061"
168,Kamisama Hajimemashita◎,TV (12 eps),Jan 2015 - Mar 2015,"370,603 ","Comedy, Fantasy, Romance",Tuesdays at 02:05 (JST),Funimation,"2,760",554,8.201,https://myanimelist.net/anime/25681/Kamisama_Hajimemashita%E2%97%8E,"199,503"
169,Bakuman.,TV (25 eps),Oct 2010 - Apr 2011,"593,638 ","Comedy, Drama, Romance",Unknown,Media Blasters,"9,272",325,8.191,https://myanimelist.net/anime/7674/Bakuman,"285,221"
170,Ballroom e Youkoso,TV (24 eps),Jul 2017 - Dec 2017,"309,695 ","Comedy, Drama, Romance, Sports",Sundays at 02:08 (JST),Ponycan USA,"3,343",694,8.191,https://myanimelist.net/anime/34636/Ballroom_e_Youkoso,"138,644"
171,Chihayafuru,TV (25 eps),Oct 2011 - Mar 2012,"434,941 ","Drama, Sports",Wednesdays at Unknown,Sentai Filmworks,"7,578",457,8.191,https://myanimelist.net/anime/10800/Chihayafuru,"174,046"
172,Fate/stay night: Unlimited Blade Works,TV (12 eps),Oct 2014 - Dec 2014,"1,001,705 ","Action, Fantasy, Supernatural",Sundays at 00:00 (JST),Aniplex of America,"15,773",137,8.191,https://myanimelist.net/anime/22297/Fate_stay_night__Unlimited_Blade_Works,"634,623"
173,Little Busters! Refrain,TV (13 eps),Oct 2013 - Dec 2013,"159,448 ","Comedy, Drama, Romance, Supernatural",Unknown,Sentai Filmworks,"2,063",1328,8.191,https://myanimelist.net/anime/18195/Little_Busters_Refrain,"74,654"
174,Maison Ikkoku,TV (96 eps),Mar 1986 - Mar 1988,"67,037 ","Comedy, Drama, Romance",Wednesdays at 19:30 (JST),VIZ Media,"1,568",2412,8.191,https://myanimelist.net/anime/1453/Maison_Ikkoku,"17,426"
175,Senki Zesshou Symphogear XV,TV (13 eps),Jul 2019 - Sep 2019,"36,291 ","Action, Sci-Fi",Sundays at 01:00 (JST),Discotek Media,841,3374,8.191,https://myanimelist.net/anime/32843/Senki_Zesshou_Symphogear_XV,"12,659"
176,Shoujo Kakumei Utena,TV (39 eps),Apr 1997 - Dec 1997,"201,908 ","Award Winning, Comedy, Drama, Fantasy, Mystery",Wednesdays at 18:00 (JST),"Nozomi Entertainment, Central Park Media","7,610",1067,8.191,https://myanimelist.net/anime/440/Shoujo_Kakumei_Utena,"59,183"
177,Toaru Kagaku no Railgun T,TV (25 eps),Jan 2020 - Sep 2020,"213,295 ","Action, Sci-Fi",Fridays at 22:00 (JST),Funimation,"3,202",1010,8.181,https://myanimelist.net/anime/38481/Toaru_Kagaku_no_Railgun_T,"84,108"
178,Dr. Stone: Stone Wars,TV (11 eps),Jan 2021 - Mar 2021,"915,089 ","Adventure, Comedy, Sci-Fi",Thursdays at 22:30 (JST),Funimation,"6,975",156,8.181,https://myanimelist.net/anime/40852/Dr_Stone__Stone_Wars,"507,011"
179,Higurashi no Naku Koro ni Kai,TV (24 eps),Jul 2007 - Dec 2007,"459,505 ","Mystery, Supernatural, Suspense",Fridays at 02:30 (JST),Sentai Filmworks,"7,166",433,8.181,https://myanimelist.net/anime/1889/Higurashi_no_Naku_Koro_ni_Kai,"243,391"
180,Aria the Natural,TV (26 eps),Apr 2006 - Sep 2006,"75,330 ","Fantasy, Sci-Fi, Slice of Life",Mondays at 01:00 (JST),Nozomi Entertainment,793,2241,8.171,https://myanimelist.net/anime/962/Aria_the_Natural,"28,245"
181,Detective Conan,TV (? eps),Jan 1996 -,"327,141 ","Adventure, Comedy, Mystery",Saturdays at 18:00 (JST),"Funimation, Crunchyroll","13,548",643,8.171,https://myanimelist.net/anime/235/Detective_Conan,"150,890"
182,K-On!!,TV (26 eps),Apr 2010 - Sep 2010,"654,420 ","Award Winning, Comedy",Wednesdays at 01:25 (JST),Sentai Filmworks,"14,114",280,8.171,https://myanimelist.net/anime/7791/K-On,"362,959"
183,Shokugeki no Souma,TV (24 eps),Apr 2015 - Sep 2015,"1,555,333 ","Gourmet, Ecchi",Saturdays at 02:25 (JST),Sentai Filmworks,"23,347",57,8.171,https://myanimelist.net/anime/28171/Shokugeki_no_Souma,"950,073"
184,Noragami Aragoto,TV (13 eps),Oct 2015 - Dec 2015,"1,375,840 ","Action, Fantasy",Saturdays at 01:05 (JST),Funimation,"11,366",77,8.161,https://myanimelist.net/anime/30503/Noragami_Aragoto,"849,463"
185,Ouran Koukou Host Club,TV (26 eps),Apr 2006 - Sep 2006,"1,059,949 ","Comedy, Romance",Wednesdays at 00:50 (JST),Funimation,"32,555",125,8.161,https://myanimelist.net/anime/853/Ouran_Koukou_Host_Club,"643,179"
186,Cardcaptor Sakura,TV (70 eps),Apr 1998 - Mar 2000,"412,313 ","Adventure, Comedy, Drama, Fantasy, Romance",Tuesdays at 18:00 (JST),"Nelvana, NIS America, Inc., Geneon Entertainment USA","12,445",491,8.161,https://myanimelist.net/anime/232/Cardcaptor_Sakura,"208,717"
187,Death Parade,TV (12 eps),Jan 2015 - Mar 2015,"1,649,764 ","Drama, Supernatural, Suspense",Saturdays at 01:58 (JST),Funimation,"27,002",49,8.161,https://myanimelist.net/anime/28223/Death_Parade,"942,981"
188,Dragon Ball Z,TV (291 eps),Apr 1989 - Jan 1996,"1,152,695 ","Action, Adventure, Comedy, Fantasy",Wednesdays at 19:00 (JST),Funimation,"35,262",107,8.161,https://myanimelist.net/anime/813/Dragon_Ball_Z,"797,717"
189,Initial D Second Stage,TV (13 eps),Oct 1999 - Jan 2000,"195,250 ","Action, Drama",Fridays at 01:55 (JST),"Funimation, Tokyopop",950,1098,8.161,https://myanimelist.net/anime/186/Initial_D_Second_Stage,"120,499"
190,Yuukoku no Moriarty,TV (11 eps),Oct 2020 - Dec 2020,"368,169 ","Mystery, Suspense",Sundays at 23:53 (JST),Funimation,"6,128",560,8.161,https://myanimelist.net/anime/40911/Yuukoku_no_Moriarty,"151,898"
191,Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e 2nd Season,TV (13 eps),Jul 2022 - Sep 2022,"465,694 ","Drama, Suspense",Mondays at 21:00 (JST),"None found, add some","6,902",428,8.151,https://myanimelist.net/anime/51096/Youkoso_Jitsuryoku_Shijou_Shugi_no_Kyoushitsu_e_2nd_Season,"237,404"
192,Hinamatsuri (TV),TV (12 eps),Apr 2018 - Jun 2018,"476,725 ","Comedy, Supernatural",Fridays at 21:00 (JST),Funimation,"4,231",410,8.151,https://myanimelist.net/anime/36296/Hinamatsuri_TV,"236,006"
193,Initial D Fourth Stage,TV (24 eps),Apr 2004 - Feb 2006,"167,421 ","Action, Drama",Unknown,Funimation,"1,201",1270,8.151,https://myanimelist.net/anime/18/Initial_D_Fourth_Stage,"94,544"
194,Black Clover,TV (170 eps),Oct 2017 - Mar 2021,"1,493,330 ","Action, Comedy, Fantasy",Tuesdays at 18:25 (JST),"Funimation, Crunchyroll","41,983",66,8.141,https://myanimelist.net/anime/34572/Black_Clover,"751,241"
195,Gankutsuou,TV (24 eps),Oct 2004 - Mar 2005,"236,232 ","Award Winning, Drama, Mystery, Sci-Fi, Supernatural, Suspense",Tuesdays at 02:12 (JST),"Funimation, Geneon Entertainment USA","3,744",909,8.141,https://myanimelist.net/anime/239/Gankutsuou,"71,304"
