anime name,anime_type,anime_aired,anime_members,anime_genres,anime_broadcast,anime_licensors,anime_favorites,anime_popularity,anime_score,link_to_anime_page,anime_scored_by,anime_season_aired,anime_year_aired
Kannagi,TV (13 eps),Oct 2008 - Dec 2008,163678,"Comedy, Supernatural",Saturdays at 22:30 (JST),Bandai Entertainment,375,1294,7.291,https://myanimelist.net/anime/3958/Kannagi,67225,fall,2008 
Kiba,TV (51 eps),Apr 2006 - Mar 2007,75949,"Adventure, Fantasy",Unknown,"ADV Films, Sentai Filmworks",433,2230,7.291,https://myanimelist.net/anime/845/Kiba,32418,spring,2006 
Air,TV (12 eps),Jan 2005 - Mar 2005,289308,"Drama, Romance, Supernatural",Fridays at 00:30 (JST),"ADV Films, Funimation",2563,744,7.281,https://myanimelist.net/anime/101/Air,149917,winter,2005 
Fate/stay night,TV (24 eps),Jan 2006 - Jun 2006,901351,"Action, Fantasy, Romance, Supernatural",Saturdays at 01:30 (JST),"Sentai Filmworks, Geneon Entertainment USA",7110,157,7.281,https://myanimelist.net/anime/356/Fate_stay_night,494262,winter,2006 
Hatsukoi Limited.,TV (12 eps),Apr 2009 - Jun 2009,97642,"Comedy, Romance",Sundays at 00:00 (JST),Sentai Filmworks,209,1907,7.281,https://myanimelist.net/anime/5150/Hatsukoi_Limited,39614,spring,2009 
High School! Kimengumi,TV (86 eps),Oct 1985 - Oct 1987,3727,"Comedy, Romance",Unknown,"None found, add some",19,8653,7.281,https://myanimelist.net/anime/714/High_School_Kimengumi,1103,fall,1985 
Juuni Senshi Bakuretsu Eto Ranger,TV (39 eps),Apr 1995 - Jan 1996,2120,"Action, Comedy, Fantasy",Unknown,"None found, add some",15,10257,7.281,https://myanimelist.net/anime/2757/Juuni_Senshi_Bakuretsu_Eto_Ranger,697,spring,1995 
KimiKiss Pure Rouge,TV (24 eps),Oct 2007 - Mar 2008,88023,"Drama, Romance",Unknown,Sentai Filmworks,291,2042,7.281,https://myanimelist.net/anime/2927/KimiKiss_Pure_Rouge,40207,fall,2007 
Madou King Granzort,TV (41 eps),Apr 1989 - Mar 1990,2421,"Action, Comedy, Fantasy, Sci-Fi",Unknown,"None found, add some",15,9852,7.281,https://myanimelist.net/anime/2818/Madou_King_Granzort,754,spring,1989 
Mai-Otome,TV (26 eps),Oct 2005 - Mar 2006,49987,"Comedy, Drama, Fantasy",Fridays at 01:30 (JST),"Funimation, Bandai Entertainment",303,2828,7.281,https://myanimelist.net/anime/99/Mai-Otome,24884,fall,2005 
Motto To LOVE-Ru,TV (12 eps),Oct 2010 - Dec 2010,319231,"Comedy, Sci-Fi, Ecchi",Unknown,Sentai Filmworks,966,658,7.281,https://myanimelist.net/anime/9181/Motto_To_LOVE-Ru,184001,fall,2010 
Nijiiro Days,TV (24 eps),Jan 2016 - Jun 2016,221824,"Comedy, Romance",Sundays at 22:00 (JST),Funimation,694,969,7.281,https://myanimelist.net/anime/31414/Nijiiro_Days,94364,winter,2016 
Rokka no Yuusha,TV (12 eps),Jul 2015 - Sep 2015,604623,"Action, Adventure, Fantasy, Mystery",Sundays at 02:58 (JST),Ponycan USA,2562,318,7.281,https://myanimelist.net/anime/28497/Rokka_no_Yuusha,318888,summer,2015 
Saber Marionette J to X,TV (26 eps),Oct 1998 - Mar 1999,14148,"Action, Adventure, Comedy, Sci-Fi",Tuesdays at 18:00 (JST),Bandai Entertainment,38,5125,7.281,https://myanimelist.net/anime/1231/Saber_Marionette_J_to_X,7189,fall,1998 
Shin Grimm Meisaku Gekijou,TV (23 eps),Oct 1988 - Mar 1989,2549,"Adventure, Comedy, Fantasy",Unknown,"Discotek Media, Saban Entertainment",3,9705,7.281,https://myanimelist.net/anime/4061/Shin_Grimm_Meisaku_Gekijou,988,fall,1988 
Strawberry Panic,TV (26 eps),Apr 2006 - Sep 2006,136274,"Drama, Girls Love, Romance",Tuesdays at 02:45 (JST),Media Blasters,1782,1482,7.281,https://myanimelist.net/anime/855/Strawberry_Panic,56318,spring,2006 
Tales of the Abyss,TV (26 eps),Oct 2008 - Mar 2009,120142,"Adventure, Drama, Fantasy",Unknown,"Funimation, Bandai Entertainment",542,1636,7.281,https://myanimelist.net/anime/4884/Tales_of_the_Abyss,49138,fall,2008 
Chibi Maruko-chan (1995),TV (? eps),Jan 1995 -,4958,"Comedy, Slice of Life",Sundays at 18:00 (JST),"None found, add some",40,7845,7.271,https://myanimelist.net/anime/6149/Chibi_Maruko-chan_1995,1583,winter,1995 
Fuyu no Sonata,TV (26 eps),Oct 2009 - May 2010,23147,"Drama, Romance",Unknown,"None found, add some",65,4194,7.271,https://myanimelist.net/anime/4189/Fuyu_no_Sonata,5313,fall,2009 
Genji Tsuushin Agedama,TV (51 eps),Oct 1991 - Sep 1992,1582,"Action, Comedy, Sci-Fi",Fridays at 18:00 (JST),"None found, add some",5,11053,7.271,https://myanimelist.net/anime/8215/Genji_Tsuushin_Agedama,328,fall,1991 
Hanamaru Youchien,TV (12 eps),Jan 2010 - Mar 2010,87954,"Comedy, Slice of Life",Mondays at 01:30 (JST),"None found, add some",225,2044,7.271,https://myanimelist.net/anime/6574/Hanamaru_Youchien,36556,winter,2010 
Kakumeiki Valvrave 2nd Season,TV (12 eps),Oct 2013 - Dec 2013,90817,"Action, Sci-Fi",Unknown,Aniplex of America,199,1996,7.261,https://myanimelist.net/anime/18295/Kakumeiki_Valvrave_2nd_Season,51778,fall,2013 
Kinnikuman,TV (137 eps),Apr 1983 - Oct 1986,11168,"Adventure, Comedy, Sports",Unknown,"None found, add some",71,5634,7.271,https://myanimelist.net/anime/3272/Kinnikuman,3527,spring,1983 
Koutetsujou no Kabaneri,TV (12 eps),Apr 2016 - Jul 2016,765536,"Action, Drama, Fantasy, Horror",Fridays at 00:55 (JST),"Funimation, Crunchyroll",3366,222,7.271,https://myanimelist.net/anime/28623/Koutetsujou_no_Kabaneri,407926,spring,2016 
Legend of Basara,TV (13 eps),Apr 1998 - Jun 1998,12132,"Adventure, Award Winning, Drama, Fantasy, Romance",Fridays at 00:35 (JST),"None found, add some",82,5444,7.271,https://myanimelist.net/anime/633/Legend_of_Basara,3785,spring,1998 
Macross Δ,TV (26 eps),Apr 2016 - Sep 2016,73796,"Action, Romance, Sci-Fi",Sundays at 22:30 (JST),Nozomi Entertainment,500,2272,7.271,https://myanimelist.net/anime/28013/Macross_%CE%94,25457,spring,2016 
Mahou no Tenshi Creamy Mami,TV (52 eps),Jul 1983 - Jun 1984,13665,"Comedy, Fantasy, Romance, Sci-Fi",Fridays at 18:00 (JST),"None found, add some",146,5206,7.271,https://myanimelist.net/anime/2044/Mahou_no_Tenshi_Creamy_Mami,3853,summer,1983 
Mazinger Z,TV (92 eps),Dec 1972 - Sep 1974,16572,"Action, Drama, Sci-Fi",Sundays at 19:00 (JST),Discotek Media,126,4837,7.271,https://myanimelist.net/anime/2253/Mazinger_Z,6347,fall,1972 
Meikyuu Black Company,TV (12 eps),Jul 2021 - Sep 2021,192998,"Comedy, Fantasy",Fridays at 22:30 (JST),Funimation,809,1107,7.271,https://myanimelist.net/anime/42340/Meikyuu_Black_Company,85646,summer,2021 
Mnemosyne: Mnemosyne no Musume-tachi,TV (6 eps),Feb 2008 - Jul 2008,176886,"Action, Girls Love, Horror, Sci-Fi, Supernatural",Unknown,Funimation,1095,1205,7.271,https://myanimelist.net/anime/3342/Mnemosyne__Mnemosyne_no_Musume-tachi,70613,fall,2008 
Natsu no Arashi! Akinaichuu,TV (13 eps),Oct 2009 - Dec 2009,20085,"Comedy, Romance, Supernatural",Unknown,"None found, add some",12,4464,7.271,https://myanimelist.net/anime/6712/Natsu_no_Arashi_Akinaichuu,7605,fall,2009 
Natsuyuki Rendezvous,TV (11 eps),Jul 2012 - Sep 2012,79829,"Drama, Romance, Supernatural",Fridays at 01:15 (JST),Sentai Filmworks,254,2156,7.271,https://myanimelist.net/anime/13585/Natsuyuki_Rendezvous,32203,summer,2012 
Papa no Iukoto wo Kikinasai!,TV (12 eps),Jan 2012 - Mar 2012,187864,"Comedy, Romance",Wednesdays at 01:30 (JST),Sentai Filmworks,618,1132,7.271,https://myanimelist.net/anime/11179/Papa_no_Iukoto_wo_Kikinasai,98501,winter,2012 
Phi Brain: Kami no Puzzle - Orpheus Order-hen,TV (25 eps),Apr 2012 - Sep 2012,47226,"Action, Mystery",Unknown,Sentai Filmworks,41,2911,7.271,https://myanimelist.net/anime/12753/Phi_Brain__Kami_no_Puzzle_-_Orpheus_Order-hen,21099,spring,2012 
RideBack,TV (12 eps),Jan 2009 - Mar 2009,46476,"Action, Drama, Sci-Fi",Mondays at 00:00 (JST),Funimation,126,2943,7.271,https://myanimelist.net/anime/4618/RideBack,20603,winter,2009 
Seijo no Maryoku wa Bannou desu,TV (12 eps),Apr 2021 - Jun 2021,160712,"Fantasy, Romance",Tuesdays at 23:30 (JST),Funimation,995,1318,7.271,https://myanimelist.net/anime/42826/Seijo_no_Maryoku_wa_Bannou_desu,74466,spring,2021 
Shikabane Hime: Kuro,TV (12 eps),Jan 2009 - Mar 2009,74585,"Action, Horror, Supernatural",Unknown,Funimation,117,2253,7.271,https://myanimelist.net/anime/5034/Shikabane_Hime__Kuro,31815,winter,2009 
Solty Rei,TV (24 eps),Oct 2005 - Mar 2006,28820,"Action, Sci-Fi",Fridays at 02:40 (JST),Funimation,130,3782,7.271,https://myanimelist.net/anime/152/Solty_Rei,12218,fall,2005 
Sora no Otoshimono,TV (13 eps),Oct 2009 - Dec 2009,459168,"Comedy, Romance, Sci-Fi, Supernatural, Ecchi",Unknown,Funimation,3819,434,7.271,https://myanimelist.net/anime/5958/Sora_no_Otoshimono,239499,fall,2009 
Tom Sawyer no Bouken,TV (49 eps),Jan 1980 - Dec 1980,8324,"Adventure, Drama, Slice of Life",Sundays at 19:30 (JST),Saban Entertainment,58,6347,7.271,https://myanimelist.net/anime/2577/Tom_Sawyer_no_Bouken,3590,winter,1980 
Kyouran Kazoku Nikki,TV (26 eps),Apr 2008 - Oct 2008,28061,"Comedy, Sci-Fi",Unknown,"None found, add some",110,3830,7.261,https://myanimelist.net/anime/3577/Kyouran_Kazoku_Nikki,10660,spring,2008 
Matantei Loki Ragnarok,TV (26 eps),Apr 2003 - Sep 2003,37533,"Comedy, Mystery, Supernatural",Unknown,"ADV Films, Sentai Filmworks",176,3305,7.261,https://myanimelist.net/anime/335/Matantei_Loki_Ragnarok,16106,spring,2003 
Nabari no Ou,TV (26 eps),Apr 2008 - Sep 2008,162115,"Action, Drama, Supernatural",Mondays at 01:30 (JST),Funimation,1230,1304,7.261,https://myanimelist.net/anime/3655/Nabari_no_Ou,65593,spring,2008 
Onegai My Melody,TV (52 eps),Apr 2005 - Mar 2006,14151,"Comedy, Fantasy",Sundays at 09:30 (JST),"None found, add some",175,5123,7.261,https://myanimelist.net/anime/2489/Onegai_My_Melody,4049,spring,2005 
