,anime name,anime_type,anime_aired,anime_members,anime_genres,anime_broadcast,anime_licensors,anime_favorites,anime_popularity,anime_score,link_to_anime_page
74,Uchuu Kyoudai,TV (99 eps),Apr 2012 - Mar 2014,"183,714 members","['Genres: Comedy, Sci-Fi']",['Broadcast: Sundays at 07:00 (JST)'],['Licensors: Sentai Filmworks'],"['Favorites: 3,771']",['Popularity: #1154'],"['Score: 8.501 (scored by 50,600 users)']",https://myanimelist.net/anime/12431/Uchuu_Kyoudai
75,One Punch Man,TV (12 eps),Oct 2015 - Dec 2015,"2,981,093 members","['Genres: Action, Comedy']",['Broadcast: Mondays at 01:05 (JST)'],['Licensors: VIZ Media'],"['Favorites: 61,140']",['Popularity: #4'],"['Score: 8.501 (scored by 2,078,770 users)']",https://myanimelist.net/anime/30276/One_Punch_Man
76,Shingeki no Kyojin Season 2,TV (12 eps),Apr 2017 - Jun 2017,"2,491,101 members","['Genres: Action, Drama, Suspense']",['Broadcast: Saturdays at 22:00 (JST)'],['Licensors: Funimation'],"['Favorites: 20,435']",['Popularity: #12'],"['Score: 8.501 (scored by 1,708,462 users)']",https://myanimelist.net/anime/25777/Shingeki_no_Kyojin_Season_2
77,Mob Psycho 100,TV (12 eps),Jul 2016 - Sep 2016,"1,897,808 members","['Genres: Action, Comedy, Supernatural']",['Broadcast: Tuesdays at 00:00 (JST)'],"['Licensors: Funimation, Crunchyroll']","['Favorites: 43,983']",['Popularity: #33'],"['Score: 8.491 (scored by 1,164,517 users)']",https://myanimelist.net/anime/32182/Mob_Psycho_100
78,Aria the Origination,TV (13 eps),Jan 2008 - Apr 2008,"121,290 members","['Genres: Fantasy, Sci-Fi, Slice of Life']",['Broadcast: Tuesdays at 02:00 (JST)'],['Licensors: Nozomi Entertainment'],"['Favorites: 3,998']",['Popularity: #1617'],"['Score: 8.491 (scored by 30,235 users)']",https://myanimelist.net/anime/3297/Aria_the_Origination
79,Banana Fish,TV (24 eps),Jul 2018 - Dec 2018,"783,682 members","['Genres: Action, Adventure, Drama, Suspense']",['Broadcast: Fridays at 00:55 (JST)'],"['Licensors: None found, add some']","['Favorites: 28,293']",['Popularity: #203'],"['Score: 8.491 (scored by 337,316 users)']",https://myanimelist.net/anime/36649/Banana_Fish
80,Rainbow: Nisha Rokubou no Shichinin,TV (26 eps),Apr 2010 - Sep 2010,"374,434 members","['Genres: Drama, Suspense']",['Broadcast: Unknown'],['Licensors: Funimation'],"['Favorites: 8,168']",['Popularity: #548'],"['Score: 8.481 (scored by 149,525 users)']",https://myanimelist.net/anime/6114/Rainbow__Nisha_Rokubou_no_Shichinin
81,Chihayafuru 3,TV (24 eps),Oct 2019 - Mar 2020,"128,516 members","['Genres: Drama, Sports']",['Broadcast: Wednesdays at 01:29 (JST)'],['Licensors: Sentai Filmworks'],"['Favorites: 1,407']",['Popularity: #1547'],"['Score: 8.471 (scored by 56,188 users)']",https://myanimelist.net/anime/37379/Chihayafuru_3
82,Owarimonogatari,TV (12 eps),Oct 2015 - Dec 2015,"453,802 members","['Genres: Comedy, Mystery, Supernatural']",['Broadcast: Sundays at 00:00 (JST)'],['Licensors: Aniplex of America'],"['Favorites: 2,779']",['Popularity: #439'],"['Score: 8.451 (scored by 222,212 users)']",https://myanimelist.net/anime/31181/Owarimonogatari
83,Re:Zero kara Hajimeru Isekai Seikatsu 2nd Season Part 2,TV (12 eps),Jan 2021 - Mar 2021,"782,678 members","['Genres: Drama, Fantasy, Suspense']",['Broadcast: Wednesdays at 22:30 (JST)'],"['Licensors: None found, add some']","['Favorites: 11,603']",['Popularity: #204'],"['Score: 8.451 (scored by 449,991 users)']",https://myanimelist.net/anime/42203/Re_Zero_kara_Hajimeru_Isekai_Seikatsu_2nd_Season_Part_2
84,Yuu☆Yuu☆Hakusho,TV (112 eps),Oct 1992 - Jan 1995,"639,076 members","['Genres: Action, Comedy, Supernatural']",['Broadcast: Unknown'],['Licensors: Funimation'],"['Favorites: 21,212']",['Popularity: #288'],"['Score: 8.451 (scored by 308,766 users)']",https://myanimelist.net/anime/392/Yuu%E2%98%86Yuu%E2%98%86Hakusho
85,Golden Kamuy 3rd Season,TV (12 eps),Oct 2020 - Dec 2020,"146,613 members","['Genres: Action, Adventure']",['Broadcast: Mondays at 23:00 (JST)'],['Licensors: Funimation'],"['Favorites: 1,375']",['Popularity: #1405'],"['Score: 8.451 (scored by 70,297 users)']",https://myanimelist.net/anime/40059/Golden_Kamuy_3rd_Season
86,JoJo no Kimyou na Bouken Part 3: Stardust Crusaders 2nd Season,TV (24 eps),Jan 2015 - Jun 2015,"1,015,292 members","['Genres: Action, Adventure, Drama, Supernatural']",['Broadcast: Saturdays at 00:30 (JST)'],['Licensors: VIZ Media'],"['Favorites: 19,487']",['Popularity: #134'],"['Score: 8.441 (scored by 721,587 users)']",https://myanimelist.net/anime/26055/JoJo_no_Kimyou_na_Bouken_Part_3__Stardust_Crusaders_2nd_Season
87,Kono Oto Tomare! Part 2,TV (13 eps),Oct 2019 - Dec 2019,"156,893 members","['Genres: Drama, Romance']",['Broadcast: Sundays at 01:00 (JST)'],['Licensors: Funimation'],"['Favorites: 1,599']",['Popularity: #1340'],"['Score: 8.431 (scored by 83,052 users)']",https://myanimelist.net/anime/38889/Kono_Oto_Tomare_Part_2
88,Koukaku Kidoutai: Stand Alone Complex,TV (26 eps),Oct 2002 - Oct 2003,"379,031 members","['Genres: Action, Award Winning, Sci-Fi']",['Broadcast: Unknown'],"['Licensors: Bandai Entertainment, Manga Entertainment']","['Favorites: 8,316']",['Popularity: #537'],"['Score: 8.431 (scored by 158,441 users)']",https://myanimelist.net/anime/467/Koukaku_Kidoutai__Stand_Alone_Complex
89,Mononoke,TV (12 eps),Jul 2007 - Sep 2007,"297,980 members","['Genres: Fantasy, Horror, Mystery, Supernatural']",['Broadcast: Fridays at 00:45 (JST)'],"['Licensors: Discotek Media, Flatiron Film Company']","['Favorites: 7,488']",['Popularity: #724'],"['Score: 8.431 (scored by 83,910 users)']",https://myanimelist.net/anime/2246/Mononoke
90,Saiki Kusuo no Ψ-nan 2,TV (24 eps),Jan 2018 - Jun 2018,"586,097 members","['Genres: Comedy, Supernatural']",['Broadcast: Wednesdays at 01:35 (JST)'],"['Licensors: None found, add some']","['Favorites: 3,982']",['Popularity: #329'],"['Score: 8.431 (scored by 349,768 users)']",https://myanimelist.net/anime/34612/Saiki_Kusuo_no_%CE%A8-nan_2
91,Saiki Kusuo no Ψ-nan,TV (120 eps),Jul 2016 - Dec 2016,"1,002,777 members","['Genres: Comedy, Supernatural']",['Broadcast: Not scheduled once per week'],['Licensors: Funimation'],"['Favorites: 26,808']",['Popularity: #136'],"['Score: 8.421 (scored by 559,438 users)']",https://myanimelist.net/anime/33255/Saiki_Kusuo_no_%CE%A8-nan
92,Vivy: Fluorite Eye's Song,TV (13 eps),Apr 2021 - Jun 2021,"475,519 members","['Genres: Action, Sci-Fi, Suspense']",['Broadcast: Saturdays at 23:30 (JST)'],['Licensors: Aniplex of America'],"['Favorites: 9,700']",['Popularity: #411'],"['Score: 8.421 (scored by 213,463 users)']",https://myanimelist.net/anime/46095/Vivy__Fluorite_Eyes_Song
93,Hunter x Hunter,TV (62 eps),Oct 1999 - Mar 2001,"552,323 members","['Genres: Action, Adventure, Fantasy']",['Broadcast: Saturdays at 18:00 (JST)'],['Licensors: VIZ Media'],"['Favorites: 10,250']",['Popularity: #353'],"['Score: 8.411 (scored by 269,440 users)']",https://myanimelist.net/anime/136/Hunter_x_Hunter
94,Houseki no Kuni,TV (12 eps),Oct 2017 - Dec 2017,"421,835 members","['Genres: Action, Drama, Fantasy, Mystery']",['Broadcast: Saturdays at 21:30 (JST)'],['Licensors: Sentai Filmworks'],"['Favorites: 12,275']",['Popularity: #478'],"['Score: 8.401 (scored by 180,071 users)']",https://myanimelist.net/anime/35557/Houseki_no_Kuni
95,Kaze ga Tsuyoku Fuiteiru,TV (23 eps),Oct 2018 - Mar 2019,"278,845 members","['Genres: Drama, Sports']",['Broadcast: Wednesdays at 01:29 (JST)'],['Licensors: Sentai Filmworks'],"['Favorites: 5,685']",['Popularity: #775'],"['Score: 8.401 (scored by 127,525 users)']",https://myanimelist.net/anime/37965/Kaze_ga_Tsuyoku_Fuiteiru
96,3-gatsu no Lion,TV (22 eps),Oct 2016 - Mar 2017,"639,622 members","['Genres: Drama, Slice of Life']",['Broadcast: Saturdays at 23:00 (JST)'],['Licensors: Aniplex of America'],"['Favorites: 14,899']",['Popularity: #286'],"['Score: 8.391 (scored by 264,988 users)']",https://myanimelist.net/anime/31646/3-gatsu_no_Lion
97,Chihayafuru 2,TV (25 eps),Jan 2013 - Jun 2013,"223,220 members","['Genres: Drama, Sports']",['Broadcast: Unknown'],['Licensors: Sentai Filmworks'],"['Favorites: 1,574']",['Popularity: #961'],"['Score: 8.391 (scored by 123,336 users)']",https://myanimelist.net/anime/14397/Chihayafuru_2
98,Cross Game,TV (50 eps),Apr 2009 - Mar 2010,"119,158 members","['Genres: Drama, Romance, Sports']",['Broadcast: Unknown'],"['Licensors: None found, add some']","['Favorites: 2,967']",['Popularity: #1647'],"['Score: 8.391 (scored by 48,840 users)']",https://myanimelist.net/anime/5941/Cross_Game
99,Tensei shitara Slime Datta Ken 2nd Season,TV (12 eps),Jan 2021 - Mar 2021,"834,692 members","['Genres: Action, Adventure, Comedy, Fantasy']",['Broadcast: Tuesdays at 23:00 (JST)'],['Licensors: Funimation'],"['Favorites: 10,146']",['Popularity: #183'],"['Score: 8.391 (scored by 472,324 users)']",https://myanimelist.net/anime/39551/Tensei_shitara_Slime_Datta_Ken_2nd_Season
100,Kimetsu no Yaiba: Mugen Ressha-hen,TV (7 eps),Oct 2021 - Nov 2021,"565,467 members","['Genres: Action, Fantasy']",['Broadcast: Sundays at 23:15 (JST)'],"['Licensors: None found, add some']","['Favorites: 3,642']",['Popularity: #343'],"['Score: 8.381 (scored by 327,103 users)']",https://myanimelist.net/anime/49926/Kimetsu_no_Yaiba__Mugen_Ressha-hen
101,Baccano!,TV (13 eps),Jul 2007 - Nov 2007,"864,740 members","['Genres: Action, Comedy, Mystery, Supernatural']",['Broadcast: Fridays at 00:30 (JST)'],"['Licensors: Funimation, Aniplex of America']","['Favorites: 22,743']",['Popularity: #172'],"['Score: 8.371 (scored by 366,841 users)']",https://myanimelist.net/anime/2251/Baccano
102,Fumetsu no Anata e,TV (20 eps),Apr 2021 - Aug 2021,"778,932 members","['Genres: Adventure, Drama, Supernatural']",['Broadcast: Mondays at 22:50 (JST)'],"['Licensors: None found, add some']","['Favorites: 13,148']",['Popularity: #207'],"['Score: 8.371 (scored by 319,433 users)']",https://myanimelist.net/anime/41025/Fumetsu_no_Anata_e
103,Yahari Ore no Seishun Love Comedy wa Machigatteiru. Kan,TV (12 eps),Jul 2020 - Sep 2020,"660,907 members","['Genres: Comedy, Romance']",['Broadcast: Fridays at 01:58 (JST)'],['Licensors: Sentai Filmworks'],"['Favorites: 13,271']",['Popularity: #273'],"['Score: 8.371 (scored by 357,213 users)']",https://myanimelist.net/anime/39547/Yahari_Ore_no_Seishun_Love_Comedy_wa_Machigatteiru_Kan
104,Mushoku Tensei: Isekai Ittara Honki Dasu,TV (11 eps),Jan 2021 - Mar 2021,"1,093,439 members","['Genres: Drama, Fantasy, Ecchi']",['Broadcast: Mondays at 00:00 (JST)'],['Licensors: Funimation'],"['Favorites: 26,921']",['Popularity: #120'],"['Score: 8.371 (scored by 663,792 users)']",https://myanimelist.net/anime/39535/Mushoku_Tensei__Isekai_Ittara_Honki_Dasu
105,Mahou Shoujo Madoka★Magica,TV (12 eps),Jan 2011 - Apr 2011,"1,210,431 members","['Genres: Award Winning, Drama, Suspense']",['Broadcast: Fridays at 01:25 (JST)'],['Licensors: Aniplex of America'],"['Favorites: 51,632']",['Popularity: #97'],"['Score: 8.361 (scored by 710,173 users)']",https://myanimelist.net/anime/9756/Mahou_Shoujo_Madoka%E2%98%85Magica
106,Spy x Family Part 2,TV (13 eps),Oct 2022 - Dec 2022,"673,736 members","['Genres: Action, Comedy']",['Broadcast: Saturdays at 23:00 (JST)'],"['Licensors: None found, add some']","['Favorites: 6,342']",['Popularity: #267'],"['Score: 8.361 (scored by 289,775 users)']",https://myanimelist.net/anime/50602/Spy_x_Family_Part_2
107,Bakuman. 2nd Season,TV (25 eps),Oct 2011 - Mar 2012,"339,298 members","['Genres: Comedy, Drama, Romance']",['Broadcast: Saturdays at 17:30 (JST)'],['Licensors: Media Blasters'],"['Favorites: 1,362']",['Popularity: #622'],"['Score: 8.351 (scored by 204,186 users)']",https://myanimelist.net/anime/10030/Bakuman_2nd_Season
108,Re:Zero kara Hajimeru Isekai Seikatsu 2nd Season,TV (13 eps),Jul 2020 - Sep 2020,"1,009,660 members","['Genres: Drama, Fantasy, Suspense']",['Broadcast: Wednesdays at 22:30 (JST)'],"['Licensors: None found, add some']","['Favorites: 11,137']",['Popularity: #135'],"['Score: 8.351 (scored by 578,572 users)']",https://myanimelist.net/anime/39587/Re_Zero_kara_Hajimeru_Isekai_Seikatsu_2nd_Season
109,Kiseijuu: Sei no Kakuritsu,TV (24 eps),Oct 2014 - Mar 2015,"1,739,419 members","['Genres: Action, Horror, Sci-Fi']",['Broadcast: Thursdays at 01:29 (JST)'],['Licensors: Sentai Filmworks'],"['Favorites: 32,926']",['Popularity: #42'],"['Score: 8.341 (scored by 1,077,664 users)']",https://myanimelist.net/anime/22535/Kiseijuu__Sei_no_Kakuritsu
110,Neon Genesis Evangelion,TV (26 eps),Oct 1995 - Mar 1996,"1,670,079 members","['Genres: Action, Avant Garde, Award Winning, Drama, Sci-Fi, Suspense']",['Broadcast: Wednesdays at 18:30 (JST)'],"['Licensors: ADV Films, GKIDS']","['Favorites: 97,963']",['Popularity: #46'],"['Score: 8.341 (scored by 995,009 users)']",https://myanimelist.net/anime/30/Neon_Genesis_Evangelion
111,Psycho-Pass,TV (22 eps),Oct 2012 - Mar 2013,"1,538,485 members","['Genres: Action, Sci-Fi, Suspense']",['Broadcast: Fridays at 00:45 (JST)'],['Licensors: Funimation'],"['Favorites: 37,202']",['Popularity: #59'],"['Score: 8.341 (scored by 743,814 users)']",https://myanimelist.net/anime/13601/Psycho-Pass
112,Given,TV (11 eps),Jul 2019 - Sep 2019,"517,059 members","['Genres: Boys Love, Drama, Romance']",['Broadcast: Fridays at 00:55 (JST)'],"['Licensors: None found, add some']","['Favorites: 16,134']",['Popularity: #379'],"['Score: 8.341 (scored by 282,240 users)']",https://myanimelist.net/anime/39533/Given
113,Bakemonogatari,TV (15 eps),Jul 2009 - Jun 2010,"1,333,775 members","['Genres: Mystery, Romance, Supernatural']",['Broadcast: Fridays at 23:00 (JST)'],['Licensors: Aniplex of America'],"['Favorites: 47,541']",['Popularity: #83'],"['Score: 8.331 (scored by 699,286 users)']",https://myanimelist.net/anime/5081/Bakemonogatari
114,Versailles no Bara,TV (40 eps),Oct 1979 - Sep 1980,"89,826 members","['Genres: Drama, Romance']",['Broadcast: Wednesdays at 19:00 (JST)'],"['Licensors: Nozomi Entertainment, Discotek Media']","['Favorites: 2,763']",['Popularity: #2009'],"['Score: 8.331 (scored by 27,493 users)']",https://myanimelist.net/anime/338/Versailles_no_Bara
115,Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai.,TV (11 eps),Apr 2011 - Jun 2011,"1,527,029 members","['Genres: Drama, Supernatural']",['Broadcast: Fridays at 01:15 (JST)'],"['Licensors: NIS America, Inc., Aniplex of America']","['Favorites: 31,983']",['Popularity: #61'],"['Score: 8.321 (scored by 936,928 users)']",https://myanimelist.net/anime/9989/Ano_Hi_Mita_Hana_no_Namae_wo_Bokutachi_wa_Mada_Shiranai
116,Fate/stay night: Unlimited Blade Works 2nd Season,TV (13 eps),Apr 2015 - Jun 2015,"804,673 members","['Genres: Action, Fantasy, Supernatural']",['Broadcast: Sundays at 00:00 (JST)'],['Licensors: Aniplex of America'],"['Favorites: 8,960']",['Popularity: #193'],"['Score: 8.321 (scored by 531,745 users)']",https://myanimelist.net/anime/28701/Fate_stay_night__Unlimited_Blade_Works_2nd_Season
117,Initial D First Stage,TV (26 eps),Apr 1998 - Dec 1998,"339,621 members","['Genres: Action, Drama']",['Broadcast: Tuesdays at 00:00 (JST)'],"['Licensors: Funimation, Tokyopop']","['Favorites: 10,656']",['Popularity: #621'],"['Score: 8.321 (scored by 170,715 users)']",https://myanimelist.net/anime/185/Initial_D_First_Stage
118,Katanagatari,TV (12 eps),Jan 2010 - Dec 2010,"536,914 members","['Genres: Action, Adventure, Romance']",['Broadcast: Tuesdays at 01:10 (JST)'],"['Licensors: NIS America, Inc.']","['Favorites: 10,600']",['Popularity: #360'],"['Score: 8.321 (scored by 205,693 users)']",https://myanimelist.net/anime/6594/Katanagatari
119,Kemono no Souja Erin,TV (50 eps),Jan 2009 - Dec 2009,"82,121 members","['Genres: Drama, Fantasy']",['Broadcast: Unknown'],"['Licensors: None found, add some']","['Favorites: 1,481']",['Popularity: #2119'],"['Score: 8.321 (scored by 20,248 users)']",https://myanimelist.net/anime/5420/Kemono_no_Souja_Erin
120,Kobayashi-san Chi no Maid Dragon S,TV (12 eps),Jul 2021 - Sep 2021,"500,460 members","['Genres: Fantasy, Slice of Life']",['Broadcast: Thursdays at 00:00 (JST)'],"['Licensors: None found, add some']","['Favorites: 5,667']",['Popularity: #393'],"['Score: 8.321 (scored by 239,430 users)']",https://myanimelist.net/anime/39247/Kobayashi-san_Chi_no_Maid_Dragon_S
121,Ookami to Koushinryou II,TV (12 eps),Jul 2009 - Sep 2009,"467,468 members","['Genres: Adventure, Fantasy, Romance']",['Broadcast: Unknown'],['Licensors: Funimation'],"['Favorites: 4,183']",['Popularity: #424'],"['Score: 8.321 (scored by 262,373 users)']",https://myanimelist.net/anime/5341/Ookami_to_Koushinryou_II
122,Romeo no Aoi Sora,TV (33 eps),Jan 1995 - Dec 1995,"46,864 members","['Genres: Adventure, Drama, Slice of Life']",['Broadcast: Sundays at 19:30 (JST)'],"['Licensors: None found, add some']",['Favorites: 606'],['Popularity: #2927'],"['Score: 8.321 (scored by 16,364 users)']",https://myanimelist.net/anime/2559/Romeo_no_Aoi_Sora
123,Tensei shitara Slime Datta Ken 2nd Season Part 2,TV (12 eps),Jul 2021 - Sep 2021,"642,830 members","['Genres: Action, Adventure, Comedy, Fantasy']",['Broadcast: Tuesdays at 23:00 (JST)'],"['Licensors: None found, add some']","['Favorites: 10,206']",['Popularity: #282'],"['Score: 8.321 (scored by 360,023 users)']",https://myanimelist.net/anime/41487/Tensei_shitara_Slime_Datta_Ken_2nd_Season_Part_2
124,Natsume Yuujinchou,TV (13 eps),Jul 2008 - Sep 2008,"508,088 members","['Genres: Drama, Slice of Life, Supernatural']",['Broadcast: Tuesdays at 01:00 (JST)'],"['Licensors: NIS America, Inc., Crunchyroll']","['Favorites: 14,964']",['Popularity: #386'],"['Score: 8.311 (scored by 176,273 users)']",https://myanimelist.net/anime/4081/Natsume_Yuujinchou
125,NHK ni Youkoso!,TV (24 eps),Jul 2006 - Dec 2006,"690,817 members","['Genres: Comedy, Drama, Romance']",['Broadcast: Unknown'],"['Licensors: ADV Films, Funimation']","['Favorites: 24,855']",['Popularity: #254'],"['Score: 8.311 (scored by 314,693 users)']",https://myanimelist.net/anime/1210/NHK_ni_Youkoso
126,Sakamichi no Apollon,TV (12 eps),Apr 2012 - Jun 2012,"362,392 members","['Genres: Drama, Romance']",['Broadcast: Fridays at 00:45 (JST)'],['Licensors: Sentai Filmworks'],"['Favorites: 6,783']",['Popularity: #574'],"['Score: 8.311 (scored by 163,131 users)']",https://myanimelist.net/anime/12531/Sakamichi_no_Apollon
127,Boku dake ga Inai Machi,TV (12 eps),Jan 2016 - Mar 2016,"1,945,385 members","['Genres: Mystery, Supernatural, Suspense']",['Broadcast: Fridays at 00:55 (JST)'],['Licensors: Aniplex of America'],"['Favorites: 45,812']",['Popularity: #30'],"['Score: 8.311 (scored by 1,270,241 users)']",https://myanimelist.net/anime/31043/Boku_dake_ga_Inai_Machi
128,Rurouni Kenshin: Meiji Kenkaku Romantan,TV (94 eps),Jan 1996 - Sep 1998,"469,406 members","['Genres: Action, Adventure, Comedy, Romance']",['Broadcast: Wednesdays at 19:30 (JST)'],"['Licensors: Media Blasters, Aniplex of America']","['Favorites: 9,798']",['Popularity: #419'],"['Score: 8.291 (scored by 227,026 users)']",https://myanimelist.net/anime/45/Rurouni_Kenshin__Meiji_Kenkaku_Romantan
129,Shinsekai yori,TV (25 eps),Sep 2012 - Mar 2013,"744,641 members","['Genres: Drama, Horror, Mystery, Sci-Fi, Supernatural']",['Broadcast: Saturdays at 00:30 (JST)'],['Licensors: Sentai Filmworks'],"['Favorites: 21,608']",['Popularity: #231'],"['Score: 8.291 (scored by 266,659 users)']",https://myanimelist.net/anime/13125/Shinsekai_yori
130,Shirobako,TV (24 eps),Oct 2014 - Mar 2015,"423,640 members","['Genres: Award Winning, Comedy, Drama']",['Broadcast: Thursdays at 23:30 (JST)'],['Licensors: Sentai Filmworks'],"['Favorites: 6,170']",['Popularity: #475'],"['Score: 8.291 (scored by 136,677 users)']",https://myanimelist.net/anime/25835/Shirobako
131,World Trigger 3rd Season,TV (14 eps),Oct 2021 - Jan 2022,"99,128 members","['Genres: Action, Sci-Fi, Supernatural']",['Broadcast: Sundays at 01:30 (JST)'],"['Licensors: None found, add some']","['Favorites: 1,005']",['Popularity: #1881'],"['Score: 8.291 (scored by 35,619 users)']",https://myanimelist.net/anime/44940/World_Trigger_3rd_Season
